Patent_code,ID1,ID2,ID3,ID4,ID5,ID6,ID7
A23G 4/08,C3427,C4062,,,,,
A23G 4/10,C3427,C2976,,,,,
A23G 4/12,C3427,C10268,C5780,C8332,,,
A23G 4/14,C3427,C11906,,,,,
A23G 4/16,C3427,C4752,,,,,
A23G 4/18,C3427,C12181,,,,,
A23G 4/20,C3427,,,,,,
A23G 7/00,C15432,C12794,,,,,
A23G 7/02,C15432,C12794,,,,,
A23G 9/00,C188441,,,,,,
A23G 9/04,C188441,C12791,,,,,
A23G 9/06,C188441,C3867,C4198,,,,
A23G 9/08,C188441,C192788,,,,,
A23G 9/10,C188441,C192788,C4164,C4198,C601,,
A23G 9/12,C188441,C192788,C4164,C15226,,,
A23G 9/14,C188441,C4170,,,,,
A23G 9/16,C188441,C4170,C4198,C5828,,,
A23G 9/18,C188441,C4170,C4198,C5828,,,
A23G 9/20,C188441,C10383,C6916,,,,
A23G 9/22,C188441,C12794,,,,,
A23G 9/24,C188441,C12794,C3878,C4102,,,
A23G 9/26,C188441,C12794,,,,,
A23G 9/28,C188441,C12638,C5228,,,,
A23G 9/30,C188441,C12794,C3778,C15194,,,
A23G 9/32,C188441,C4062,,,,,
A23G 9/34,C188441,C2976,,,,,
A23G 9/36,C188441,C10268,C5780,C8332,,,
A23G 9/38,C188441,C11906,,,,,
A23G 9/40,C188441,C4752,,,,,
A23G 9/42,C188441,C12358,,,,,
A23G 9/44,C188441,C12181,,,,,
A23G 9/46,C188441,C15357,,,,,
A23G 9/48,C188441,,,,,,
A23G 9/50,C188441,,,,,,
A23G 9/52,C188441,C188709,,,,,
A23J 1/00,C12928,C6557,C12791,,,,
A23J 1/02,C1046,C9938,C12791,,,,
A23J 1/04,C1046,C14279,,,,,
A23J 1/06,C2213,C12791,,,,,
A23J 1/08,C5504,C12791,,,,,
A23J 1/09,C5512,C5508,C14364,,,,
A23J 1/10,C1046,C2628,C12791,,,,
A23J 1/12,C12362,C12358,C12791,,,,
A23J 1/14,C16758,C12358,C12791,,,,
A23J 1/16,C12362,C16967,C15134,C6510,C12791,,
A23J 1/18,C17304,C12791,,,,,
A23J 1/20,C10325,C12791,,,,,
A23J 1/22,C3086,C5395,,,,,
A23J 3/00,C12928,C6557,C12791,,,,
A23J 3/04,C1046,C12791,,,,,
A23J 3/06,C6949,C12791,,,,,
A23J 3/08,C10325,C12791,,,,,
A23J 3/10,C3086,C12791,,,,,
A23J 3/12,C2213,C12791,,,,,
A23J 3/14,C16758,C12791,,,,,
A23J 3/16,C14920,C12791,,,,,
A23J 3/18,C3292,C12791,C17053,,,,
A23J 3/20,C12928,C12791,,,,,
A23J 3/22,C12928,C15889,,,,,
A23J 3/24,C12928,C15889,C6622,,,,
A23J 3/26,C12928,C15889,C6054,C6031,,,
A23J 3/28,C12928,C15889,C3871,,,,
A23J 3/30,C12928,C12936,,,,,
A23J 3/32,C12928,C12936,,,,,
A23J 3/34,C12928,C12936,C12925,,,,
A23J 7/00,C12106,C6557,,,,,
A23L 2/00,C1984,,,,,,
A23L 2/02,C14763,,,,,,
A23L 2/04,C192886,C6048,,,,,
A23L 2/06,C3736,C3730,C6048,,,,
A23L 2/08,C192886,C12791,,,,,
A23L 2/10,C192886,C12791,,,,,
A23L 2/12,C192886,C6622,,,,,
A23L 2/14,C192886,C12791,,,,,
A23L 2/38,C14763,,,,,,
A23L 2/385,C14763,C1981,,,,,
A23L 2/39,C14763,C1981,C1983,,,,
A23L 2/395,C14763,C1981,C1983,C14434,,,
A23L 2/40,C14763,C2513,,,,,
A23L 2/42,C14763,C12733,,,,,
A23L 2/44,C14763,C12733,C12734,,,,
A23L 2/46,C14763,C12733,C7726,,,,
A23L 2/48,C14763,C12733,C7726,,,,
A23L 2/50,C14763,C12733,,,,,
A23L 2/52,C14763,C8332,,,,,
A23L 2/54,C14763,C6916,,,,,
A23L 2/56,C14763,C6376,,,,,
A23L 2/58,C14763,C4013,,,,,
A23L 2/60,C14763,C15585,,,,,
A23L 2/62,C14763,C3850,,,,,
A23L 2/64,C14763,C16927,,,,,
A23L 2/66,C14763,C12928,,,,,
A23L 2/68,C14763,C387,C8332,,,,
A23L 2/70,C14763,C3761,,,,,
A23L 2/72,C14763,C3761,C6254,,,,
A23L 2/74,C14763,C3761,C6254,C10024,,,
A23L 2/76,C14763,C3761,C4876,,,,
A23L 2/78,C14763,C3761,C8449,,,,
A23L 2/80,C14763,C3761,C507,,,,
A23L 2/82,C14763,C3761,C6391,,,,
A23L 2/84,C14763,C3761,C10268,C5780,,,
A23L 3/00,C6557,C12733,,,,,
A23L 3/005,C6557,C12733,C7726,,,,
A23L 3/01,C6557,C12733,C7726,,,,
A23L 3/015,C6557,C12733,C12742,,,,
A23L 3/02,C6557,C12733,C11490,C7726,C4181,,
A23L 3/04,C6557,C12733,C11490,C7726,C4183,,
A23L 3/06,C6557,C12733,C11490,C7726,C4181,,
A23L 3/08,C6557,C12733,C11490,C7726,C5828,,
A23L 3/10,C6557,C12733,C11490,C7726,,,
A23L 3/12,C6557,C12733,C11490,C7726,C5828,,
A23L 3/14,C6557,C12733,C11490,C7726,,,
A23L 3/16,C6557,C12733,C7726,,,,
A23L 3/18,C6557,C12733,C7726,C4181,C5828,,
A23L 3/20,C6557,C12733,C7726,C4181,C15544,C5828,
A23L 3/22,C6557,C12733,C7726,C4181,C16493,C5828,
A23L 3/24,C6557,C12733,C7726,C15052,,,
A23L 3/26,C6557,C12733,C8486,,,,
A23L 3/28,C6557,C12733,C188788,,,,
A23L 3/30,C6557,C12733,C193937,,,,
A23L 3/32,C6557,C12733,C5564,,,,
A23L 3/34,C6557,C12733,,,,,
A23L 3/3409,C6557,C12733,C6916,,,,
A23L 3/3418,C6557,C12733,C4176,,,,
A23L 3/3427,C6557,C12733,C4176,C294,,,
A23L 3/3436,C6557,C12733,C4176,C11435,,,
A23L 3/3445,C6557,C12733,C4176,C6916,,,
A23L 3/3454,C6557,C12733,C188709,,,,
A23L 3/3463,C6557,C12733,C11306,C10268,C5780,,
A23L 3/3472,C6557,C12733,,,,,
A23L 3/3481,C6557,C12733,C11306,C11434,,,
A23L 3/349,C6557,C12733,C11306,C11434,C15357,,
A23L 3/3499,C6557,C12733,C11306,C11434,C15357,,
A23L 3/3508,C6557,C12733,C11306,C11434,C15357,,
A23L 3/3517,C6557,C12733,C5879,C3002,,,
A23L 3/3526,C6557,C12733,C11311,C10730,,,
A23L 3/3535,C6557,C12733,C188228,,,,
A23L 3/3544,C6557,C12733,C7793,,,,
A23L 3/3553,C6557,C12733,C11306,C11455,,,
A23L 3/3562,C6557,C12733,C15455,,,,
A23L 3/3571,C6557,C12733,C10268,C5780,,,
A23L 3/358,C6557,C12733,C8345,,,,
A23L 3/3589,C6557,C12733,C5828,C9463,,,
A23L 3/3598,C6557,C12733,C5828,C14809,,,
A23L 3/36,C6557,C12733,C15919,,,,
A23L 3/365,C6557,C12733,C15901,C6622,,,
A23L 3/37,C6557,C12733,C15919,,,,
A23L 3/375,C6557,C12733,C15919,,,,
A23L 3/40,C6557,C12733,C5395,,,,
A23L 3/42,C6557,C12733,C5395,,,,
A23L 3/44,C6557,C12733,C6616,,,,
A23L 3/46,C6557,C12733,C15049,,,,
A23L 3/48,C6557,C12733,C5395,,,,
A23L 3/50,C6557,C12733,C6429,C5395,,,
A23L 3/52,C6557,C12733,C6470,C5395,,,
A23L 3/54,C6557,C12733,,,,,
A23L 5/00,C6557,C12791,,,,,
A23L 5/10,C6557,C4190,,,,,
A23L 5/20,C6557,C12791,,,,,
A23L 5/30,C6557,C12791,,,,,
A23L 5/40,C6557,C4021,C4846,,,,
A23L 5/41,C6557,C4021,C474,,,,
A23L 5/42,C6557,C5429,C12256,,,,
A23L 5/43,C6557,C4013,,,,,
A23L 5/44,C6557,C3051,,,,,
A23L 5/46,C6557,C10818,C10268,C192770,,,
A23L 5/47,C6557,C1362,,,,,
A23L 5/48,C6557,C1362,,,,,
A23L 5/49,C6557,C4846,,,,,
A23L 7/00,C3291,,,,,,
A23L 7/10,C3291,,,,,,
A23L 7/104,C3291,C6171,,,,,
A23L 7/109,C11658,,,,,,
A23L 7/113,C8363,C11658,C11619,,,,
A23L 7/117,C3291,C13377,,,,,
A23L 7/122,C3291,C13377,,,,,
A23L 7/126,C14683,C3291,C12790,C13377,,,
A23L 7/13,C14683,C5326,C6644,C13377,,,
A23L 7/135,C3291,C14615,C13377,,,,
A23L 7/139,C3291,,,,,,
A23L 7/143,C3291,C4190,,,,,
A23L 7/148,C3291,C4190,,,,,
A23L 7/152,C7036,,,,,,
A23L 7/157,C15137,C3879,,,,,
A23L 7/161,C3291,C13055,,,,,
A23L 7/165,C3291,C13055,,,,,
A23L 7/17,C3291,C13055,C6054,,,,
A23L 7/174,C3291,C13055,,,,,
A23L 7/178,C3291,C13055,C12742,,,,
A23L 7/183,C3291,C13055,C7726,,,,
A23L 7/187,C3291,C13055,C12794,,,,
A23L 7/191,C3291,C13055,,,,,
A23L 7/196,C3291,C14434,C7380,,,,
A23L 7/20,C9734,,,,,,
A23L 7/25,C9734,C6171,C9741,,,,
A23L 9/00,C13045,,,,,,
A23L 9/10,C13044,,,,,,
A23L 9/20,C193430,,,,,,
A23L 11/00,C13077,,,,,,
A23L 11/10,C13077,C4190,,,,,
A23L 11/30,C13077,C6048,,,,,
A23L 11/40,C1839,,,,,,
A23L 11/45,C14906,,,,,,
A23L 11/50,C6181,C13077,C6171,,,,
A23L 11/60,C9227,C193378,,,,,
A23L 11/65,C14903,,,,,,
A23L 11/70,C13077,C7046,C16757,,,,
A23L 13/00,C9956,,,,,,
A23L 13/10,C9956,C12699,C7380,C595,,,
A23L 13/20,C9956,C11168,,,,,
A23L 13/30,C9947,,,,,,
A23L 13/40,C9956,C6494,,,,,
A23L 13/50,C12691,,,,,,
A23L 13/60,C9956,C12791,,,,,
A23L 13/70,C9956,C12791,,,,,
A23L 15/00,C5503,C12791,,,,,
A23L 15/10,C5503,,,,,,
A23L 17/00,C188539,,,,,,
A23L 17/10,C6295,C12699,C7380,C595,,,
A23L 17/20,C6275,C6050,,,,,
A23L 17/30,C13754,,,,,,
A23L 17/40,C14464,,,,,,
A23L 17/50,C10431,,,,,,
A23L 17/60,C14308,,,,,,
A23L 19/00,C192887,C12791,,,,,
A23L 19/10,C13773,C16757,,,,,
A23L 19/12,C12672,,,,,,
A23L 19/15,C12672,C5355,,,,,
A23L 19/18,C12672,C4190,,,,,
A23L 19/20,C12237,C12238,,,,,
A23L 21/00,C6700,C16756,C188615,,,,
A23L 21/10,C6700,C16756,C14586,,,,
A23L 21/12,C6700,C16756,C14586,C14809,,,
A23L 21/15,C6700,C16756,C14586,C192886,,,
A23L 21/18,C14586,C6701,,,,,
A23L 21/20,C188615,C195600,,,,,
A23L 21/25,C7893,C195600,,,,,
A23L 23/00,C14872,C14156,C12791,,,,
A23L 23/10,C14871,C4084,,,,,
A23L 25/00,C122205,C14323,C12791,,,,
A23L 25/10,C11734,,,,,,
A23L 27/00,C6494,C12791,,,,,
A23L 27/10,C6376,,,,,,
A23L 27/12,C6376,C6701,,,,,
A23L 27/14,C14981,C5355,,,,,
A23L 27/16,C6376,C11255,,,,,
A23L 27/18,C10648,,,,,,
A23L 27/20,C1363,,,,,,
A23L 27/21,C1363,C885,,,,,
A23L 27/22,C1363,C7220,,,,,
A23L 27/23,C1363,C11066,,,,,
A23L 27/24,C1363,C6171,,,,,
A23L 27/26,C1363,C9938,C6361,,,,
A23L 27/27,C1363,C14670,,,,,
A23L 27/28,C1363,C3933,C3892,C6361,,,
A23L 27/29,C1363,C6711,C6361,,,,
A23L 27/30,C1369,,,,,,
A23L 27/40,C14046,,,,,,
A23L 27/50,C14922,,,,,,
A23L 27/60,C4092,,,,,,
A23L 29/00,C6557,C6494,,,,,
A23L 29/10,C6557,C5652,,,,,
A23L 29/20,C6557,C6961,C6552,,,,
A23L 29/206,C6557,C6494,C16757,,,,
A23L 29/212,C6557,C15134,,,,,
A23L 29/219,C6557,C10398,,,,,
A23L 29/225,C6557,C15134,C6552,,,,
A23L 29/231,C6557,C11772,C6494,,,,
A23L 29/238,C6557,C6494,C14323,,,,
A23L 29/244,C6557,C6494,C13773,,,,
A23L 29/25,C6557,C7537,,,,,
A23L 29/256,C6557,C16001,C14308,,,,
A23L 29/262,C6557,C6494,C3246,,,,
A23L 29/269,C6557,C6494,C10268,,,,
A23L 29/275,C6494,C1041,,,,,
A23L 29/281,C6557,C6494,C1046,,,,
A23L 29/288,C6557,C6494,C13515,,,,
A23L 29/294,C6557,C6494,C8345,,,,
A23L 29/30,C6557,C15585,,,,,
A23L 31/00,C6764,C6050,C12791,,,,
A23L 31/10,C17306,,,,,,
A23L 31/15,C17302,,,,,,
A23L 33/00,C11090,C5077,C12791,,,,
A23L 33/10,C6508,C6494,,,,,
A23L 33/105,C6508,C12357,,,,,
A23L 33/11,C6508,C12206,,,,,
A23L 33/115,C6508,C9416,,,,,
A23L 33/12,C6508,C6127,,,,,
A23L 33/125,C6508,C15585,,,,,
A23L 33/13,C6508,C11060,,,,,
A23L 33/135,C6508,C1678,,,,,
A23L 33/14,C6508,C17306,,,,,
A23L 33/145,C6508,C17302,,,,,
A23L 33/15,C6508,C16909,,,,,
A23L 33/155,C6508,C16909,,,,,
A23L 33/16,C6508,C8345,C14052,C10356,,,
A23L 33/165,C6508,C8345,C14052,C10356,C4056,C47271,
A23L 33/17,C6508,C885,C12928,,,,
A23L 33/175,C6508,C885,,,,,
A23L 33/18,C6508,C11906,C12911,,,,
A23L 33/185,C6508,C16758,,,,,
A23L 33/19,C6508,C10325,,,,,
A23L 33/195,C6508,C10219,,,,,
A23L 33/20,C11090,C5077,,,,,
A23L 33/21,C11090,C5071,,,,,
A23L 33/22,C11090,C4037,C12368,,,,
A23L 33/24,C11090,C3246,,,,,
A23L 33/25,C11090,C12541,,,,,
A23L 33/26,C11090,C12550,C12507,,,,
A23L 33/28,C11090,C1046,,,,,
A23L 33/29,C11090,C10356,,,,,
A23L 35/00,C6557,C12791,,,,,
A23N 1/00,C12794,C192886,C6048,,,,
A23N 1/02,C12794,C192886,C6048,C4588,,,
A23N 3/00,C12794,C6711,,,,,
A23N 3/02,C12794,C6711,C5383,,,,
A23N 3/04,C12794,C6711,C4183,,,,
A23N 3/06,C12794,C6711,C17190,,,,
A23N 4/00,C12794,C6711,C14323,,,,
A23N 4/02,C12794,C6711,C14323,,,,
A23N 4/04,C12794,C15238,C14323,,,,
A23N 4/06,C12794,C3414,C14323,,,,
A23N 4/08,C12794,C6713,C14323,,,,
A23N 4/10,C12794,C6713,C14323,,,,
A23N 4/12,C4228,C6711,,,,,
A23N 4/14,C4228,C12590,,,,,
A23N 4/16,C4228,C16171,,,,,
A23N 4/18,C4228,C3730,,,,,
A23N 4/20,C4228,C12286,,,,,
A23N 4/22,C5828,C6711,C14323,C15004,,,
A23N 4/24,C5828,C6711,C14323,C15004,,,
A23N 5/00,C12794,C11091,,,,,
A23N 5/01,C12794,C11743,,,,,
A23N 5/03,C12794,C3917,,,,,
A23N 5/08,C5828,C7969,C11091,,,,
A23N 7/00,C11787,C12358,,,,,
A23N 7/01,C11787,C12358,,,,,
A23N 7/02,C11787,C12358,,,,,
A23N 7/04,C11787,C1421,,,,,
A23N 7/08,C11787,C6711,C14323,,,,
A23N 7/10,C11787,C5828,,,,,
A23N 11/00,C12791,C15177,,,,,
A23N 12/00,C12794,C12358,,,,,
A23N 12/02,C12794,C12358,,,,,
A23N 12/04,C5828,C2192,C12358,,,,
A23N 12/06,C12794,C12358,,,,,
A23N 12/08,C15919,C12358,C5828,,,,
A23N 12/10,C13739,C12358,C5828,,,,
A23N 12/12,C13739,C12358,C5828,,,,
A23N 15/00,C12794,C12358,,,,,
A23N 15/01,C5828,C4588,C2507,C15177,,,
A23N 15/02,C5828,C4588,C12358,,,,
A23N 15/04,C5828,C4588,C12358,,,,
A23N 15/06,C12794,C6711,,,,,
A23N 15/08,C12794,C16768,,,,,
A23N 15/10,C5828,C14465,C9227,,,,
A23N 15/12,C5828,C4588,C1844,,,,
A23P 10/00,C6557,C12791,,,,,
A23P 10/10,C6557,C12791,C7865,,,,
A23P 10/20,C6557,C12791,,,,,
A23P 10/22,C6557,C596,C7379,C13078,C14809,C11646,
A23P 10/25,C6557,C596,C7379,C12791,,,
A23P 10/28,C6557,C194469,C6501,C12699,C4071,,
A23P 10/30,C5661,C11646,,,,,
A23P 10/35,C5661,C11646,C9416,,,,
A23P 10/40,C12699,C12791,C6410,,,,
A23P 10/43,C12699,C12791,C1113,C6410,,,
A23P 10/47,C12699,C12791,C6494,C6410,,,
A23P 20/00,C6557,C3878,C3879,C15357,,,
A23P 20/10,C6557,C3878,C3879,,,,
A23P 20/12,C5828,C12699,C11646,C6557,C3878,,
A23P 20/13,C5828,C12699,C11646,C6557,C3878,C601,
A23P 20/15,C5828,C3878,C6557,C9463,,,
A23P 20/17,C5828,C3878,C6557,C9463,C16804,C5204,
A23P 20/18,C5828,C3878,C6557,C9463,,,
A23P 20/20,C12791,C6557,C15357,,,,
A23P 20/25,C12791,C6557,C4231,C6247,,,
A23P 30/00,C6557,C12791,,,,,
A23P 30/10,C6557,C10558,,,,,
A23P 30/20,C6557,C6054,,,,,
A23P 30/25,C6557,C3928,,,,,
A23P 30/30,C6557,C13055,C6031,,,,
A23P 30/32,C6557,C13055,C12742,C6031,,,
A23P 30/34,C6557,C6054,C6031,C13055,C12742,,
A23P 30/36,C6557,C6054,C6031,C13055,C12742,C5828,
A23P 30/38,C6557,C13055,C6031,C7726,,,
A23P 30/40,C6557,C6466,C17084,,,,
A47J 9/00,C2604,C2590,C14435,,,,
A47J 17/00,C11787,C5828,,,,,
A47J 17/02,C16767,C11787,C5828,,,,
A47J 17/04,C3730,C11787,C5828,,,,
A47J 17/06,C1844,C4588,C5828,,,,
A47J 17/08,C1421,C11787,C5828,,,,
A47J 17/10,C16767,C11787,C7865,,,,
A47J 17/14,C11787,C5828,,,,,
A47J 17/16,C6711,C7865,C11787,C5828,,,
A47J 17/18,C6711,C11787,C5828,,,,
A47J 17/20,C6711,C11787,C5828,,,,
A47J 19/00,C6711,C11787,C5828,,,,
A47J 19/02,C3730,C12740,C3736,,,,
A47J 19/04,C12678,C6557,C9882,,,,
A47J 19/06,C16750,C12740,,,,,
A47J 21/00,C6711,C12791,,,,,
A47J 23/00,C15238,C1606,,,,,
A47J 25/00,C6711,C4231,C4228,,,,
A47J 27/00,C4190,C16804,C5828,,,,
A47J 27/02,C4190,C16804,C5828,C7726,C15544,,
A47J 27/022,C4190,C16804,C5828,,,,
A47J 27/024,C4190,C16804,C5828,C16493,C9463,C7726,
A47J 27/026,C4190,C16804,C5828,C7726,C6916,C12312,
A47J 27/04,C15164,C16804,,,,,
A47J 27/05,C15156,C4188,,,,,
A47J 27/06,C15156,C7726,C8797,,,,
A47J 27/08,C12742,C4188,,,,,
A47J 27/082,C12742,C4188,,,,,
A47J 27/084,C12742,C4188,,,,,
A47J 27/086,C12742,C4188,C7726,,,,
A47J 27/088,C12742,C4188,C7726,,,,
A47J 27/09,C12742,C4188,C13927,,,,
A47J 27/092,C12742,C4188,C13927,C1559,,,
A47J 27/10,C4190,C16804,C16970,,,,
A47J 27/12,C4190,C16804,,,,,
A47J 27/122,C4190,C16804,C14434,,,,
A47J 27/13,C4190,C16804,,,,,
A47J 27/14,C4190,C16804,C7945,C13529,,,
A47J 27/16,C4190,C16804,C7945,C13529,C15156,C7726,
A47J 27/17,C4190,C16804,C7945,C13529,C15156,C7726,
A47J 27/18,C4190,C16804,C7945,C13529,C16970,C7726,
A47J 27/20,C2251,C7646,,,,,
A47J 27/21,C2252,C16970,C16804,,,,
A47J 27/212,C2252,C16970,C16804,,,,
A47J 27/56,C2252,C16804,,,,,
A47J 27/57,C10306,C2252,C16804,C5828,,,
A47J 27/58,C16670,C2252,C9463,,,,
A47J 27/60,C16670,C2252,,,,,
A47J 27/62,C1559,C4175,C7724,C2252,C16804,,
A47J 27/64,C1559,C2252,C16804,C12787,,,
A47J 29/00,C5513,C4188,,,,,
A47J 29/02,C5513,C4188,C4175,,,,
A47J 29/04,C5513,C4188,C1559,C2252,,,
A47J 29/06,C5513,C7865,C2252,,,,
A47J 31/00,C1984,C5828,,,,,
A47J 31/02,C3933,C12794,C16804,,,,
A47J 31/04,C3933,C12794,C12312,,,,
A47J 31/043,C3933,C12794,C12312,C16685,,,
A47J 31/047,C3933,C12794,C12312,C16685,C1559,C7706,C4175
A47J 31/053,C3933,C6251,C12312,C3940,,,
A47J 31/057,C3933,C4164,C16970,C6251,,,
A47J 31/06,C1984,C6251,C15256,,,,
A47J 31/08,C1984,C6251,C11587,,,,
A47J 31/10,C3933,C12794,C16804,,,,
A47J 31/12,C3933,C16804,C6251,C15156,C4089,,
A47J 31/14,C1984,C6251,,,,,
A47J 31/16,C3933,C2252,C16970,C6251,,,
A47J 31/18,C7469,C15757,C15173,C4164,C5828,,
A47J 31/20,C7469,C15757,C15173,C4164,C6251,,
A47J 31/22,C3271,C6254,C3933,,,,
A47J 31/24,C3933,C6251,C12742,C16970,,,
A47J 31/30,C3933,C6251,C12742,C16970,C15156,,
A47J 31/32,C3933,C6251,C12742,C16970,C623,,
A47J 31/34,C3933,C6251,C12742,C16970,C9463,,
A47J 31/36,C3933,C6251,C12742,C16970,,,
A47J 31/38,C3933,C6251,C12742,C16970,,,
A47J 31/40,C1984,C5227,C8332,,,,
A47J 31/41,C1984,C5227,C8332,C9463,,,
A47J 31/42,C3933,C7459,C13739,C5828,,,
A47J 31/44,C1984,C12794,,,,,
A47J 31/46,C1984,C12794,,,,,
A47J 31/48,C1984,C6251,,,,,
A47J 31/50,C1984,C4164,C15787,,,,
A47J 31/52,C1984,C12794,C4175,,,,
A47J 31/54,C1984,C5828,C16970,C2252,C16804,,
A47J 31/56,C1984,C5828,C16970,C2252,C16804,C4175,C15787
A47J 31/58,C1984,C12794,C13927,,,,
A47J 31/60,C1984,C5828,C3778,,,,
A47J 33/00,C4190,C5828,,,,,
A47J 36/00,C4190,C16804,,,,,
A47J 36/02,C4190,C16804,C4163,,,,
A47J 36/04,C4190,C16804,C4163,,,,
A47J 36/06,C4190,C16804,C5828,,,,
A47J 36/08,C4190,C16804,C5828,C14364,C9463,,
A47J 36/10,C4190,C16804,C5828,,,,
A47J 36/12,C4190,C16804,C5828,,,,
A47J 36/14,C4190,C16804,C5828,,,,
A47J 36/16,C4190,C16804,C5828,,,,
A47J 36/18,C4190,C16804,C14540,,,,
A47J 36/20,C4164,C4190,C16670,,,,
A47J 36/22,C4190,C16804,C5828,,,,
A47J 36/24,C4190,C16804,C16962,C5828,,,
A47J 36/26,C4188,C16962,C16804,C6557,C1984,,
A47J 36/28,C16962,C5828,C7706,C3402,,,
A47J 36/30,C16962,C5828,,,,,
A47J 36/32,C4190,C16804,C4175,,,,
A47J 36/34,C4190,C16804,C7865,,,,
A47J 36/36,C4190,C16670,C8374,C7706,,,
A47J 36/38,C4190,C16670,C16729,C4089,C6048,,
A47J 36/40,C4190,C16804,C5828,C4763,,,
A47J 36/42,C4190,C16804,C5828,C6585,,,
A47J 37/00,C4190,C5828,,,,,
A47J 37/01,C1735,C16804,,,,,
A47J 37/04,C13739,C5828,,,,,
A47J 37/06,C4190,C5828,,,,,
A47J 37/07,C13739,C5828,,,,,
A47J 37/08,C2376,C16132,C16128,C5828,,,
A47J 37/10,C6715,C16670,,,,,
A47J 37/12,C4857,C5828,,,,,
A47J 39/00,C8374,C16962,C5828,,,,
A47J 39/02,C16670,C16962,C5828,,,,
A47J 41/00,C16804,C8374,C15921,,,,
A47J 41/02,C16804,C16685,,,,,
A47J 42/00,C10339,C10342,,,,,
A47J 42/02,C10339,C10342,C7459,,,,
A47J 42/04,C10339,C10342,,,,,
A47J 42/06,C10339,C10342,C9968,,,,
A47J 42/08,C10339,C10342,,,,,
A47J 42/10,C10339,C10342,,,,,
A47J 42/12,C10339,C10342,C7459,,,,
A47J 42/14,C10339,C10342,,,,,
A47J 42/16,C10339,C10342,C9968,,,,
A47J 42/18,C10339,C10342,,,,,
A47J 42/20,C10339,C10342,,,,,
A47J 42/22,C10339,C10342,C13078,,,,
A47J 42/24,C10339,C10342,,,,,
A47J 42/26,C10339,C10342,C9968,,,,
A47J 42/28,C10339,C10342,,,,,
A47J 42/30,C10339,C10342,,,,,
A47J 42/32,C10339,C10342,C14540,C4164,,,
A47J 42/34,C10339,C10342,,,,,
A47J 42/36,C10339,C10342,C9968,,,,
A47J 42/38,C10339,C10342,,,,,
A47J 42/40,C10339,C10342,C4164,,,,
A47J 42/42,C10339,C10342,C4164,,,,
A47J 42/44,C10339,C10342,C1559,,,,
A47J 42/46,C10339,C10342,C4336,,,,
A47J 42/48,C10339,C10342,,,,,
A47J 42/50,C10339,C10342,C16670,,,,
A47J 42/52,C10339,C10342,C3933,C13741,C13739,,
A47J 42/54,C10339,C10342,C4198,,,,
A47J 42/56,C10339,C10342,C13927,,,,
A47J 43/00,C5828,C16670,,,,,
A47J 43/04,C12794,,,,,,
A47J 43/042,C12794,C601,C9463,,,,
A47J 43/044,C12794,C601,C9463,,,,
A47J 43/046,C12794,C601,C9463,,,,
A47J 43/06,C12794,C601,C9463,,,,
A47J 43/07,C12794,,,,,,
A47J 43/08,C12794,C9968,C12700,,,,
A47J 43/09,C12794,C9968,C12700,,,,
A47J 43/10,C12794,C1847,,,,,
A47J 43/12,C12794,C17084,C6916,,,,
A47J 43/14,C12794,C5513,C4364,C14364,,,
A47J 43/16,C9938,C6111,C12794,,,,
A47J 43/18,C7865,,,,,,
A47J 43/20,C14435,C193332,C10558,,,,
A47J 43/22,C14543,C14542,,,,,
A47J 43/24,C16966,C5828,C16767,,,,
A47J 43/25,C7414,C12794,,,,,
A47J 43/26,C11091,C14465,C5828,,,,
A47J 43/27,C1984,C601,C5828,,,,
A47J 43/28,C16670,,,,,,
A47J 44/00,C12794,,,,,,
A47J 44/02,C12794,,,,,,
A47J 45/00,C16670,C7865,,,,,
A47J 45/02,C16670,C7865,,,,,
A47J 45/06,C16670,C16804,,,,,
A47J 45/07,C16670,C16804,,,,,
A47J 45/08,C16670,C16804,C8374,C7712,,,
A47J 45/10,C16670,C7712,,,,,
A47J 47/00,C16670,C4164,,,,,
A47J 47/01,C4164,C5227,,,,,
A47J 47/02,C4164,C3841,,,,,
A47J 47/04,C4164,C7380,,,,,
A47J 47/06,C4164,C6635,C7380,,,,
A47J 47/08,C4164,,,,,,
A47J 47/10,C4164,C6635,,,,,
A47J 47/12,C2376,C2335,,,,,
A47J 47/14,C12728,C3060,,,,,
A47J 47/16,C7865,C5828,,,,,
A47J 47/18,C4164,C8838,,,,,
A47J 47/19,C5828,C13927,C15544,,,,
A47J 47/20,C13254,C5828,,,,,
B02B 1/00,C7359,C12791,,,,,
B02B 1/02,C7359,C14861,C14543,,,,
B02B 1/04,C7359,C16966,,,,,
B02B 1/06,C7359,C12794,,,,,
B02B 1/08,C7359,C15793,C10409,C12791,,,
B02B 3/00,C7359,C7969,C8001,C63179,C12458,C16050,C193149
B02B 3/02,C7359,C7969,C8001,C63179,C12458,C12794,C193149
B02B 3/04,C7359,C7969,C8001,C63179,C12458,C12794,C193149
B02B 3/06,C7359,C7969,C8001,C63179,C12458,C12794,C193149
B02B 3/08,C7359,C7969,C8001,C63179,C12458,C12794,C193149
B02B 3/10,C7359,C7969,C8001,C63179,C12458,C12794,C193149
B02B 3/12,C7359,C7969,C8001,C63179,C12458,C12794,C193149
B02B 3/14,C7359,C6408,C9933,C10339,,,
B02B 5/00,C7359,C12791,,,,,
B02B 5/02,C7359,C12791,,,,,
B02B 7/00,C7359,C12791,,,,,
